customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CU-10633,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),59.6,1746.28,0
CU-10634,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),61.81,1273.06,0
CU-10635,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.61,83.78,0
CU-10636,Female,1,Yes,No,9,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.33,366.76,1
CU-10637,Female,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.62,520.03,0
CU-10638,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),65.94,3438.95,0
CU-10639,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.49,2595.87,0
CU-10640,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.91,2919.26,0
CU-10641,Female,0,No,No,66,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,63.28,4035.29,0
CU-10642,Male,1,No,No,62,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.26,3931.32,0
CU-10643,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.0,1004.51,0
CU-10644,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.94,2553.39,0
CU-10645,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.52,1864.97,0
CU-10646,Male,0,No,No,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.27,3231.2,0
CU-10647,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.16,5088.77,0
CU-10648,Female,1,Yes,No,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.55,1517.57,0
CU-10649,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,3725.4,0
CU-10650,Male,0,No,No,34,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,46.96,1515.74,0
CU-10651,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,93.87,6374.28,0
CU-10652,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.94,4949.67,0
CU-10653,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.76,898.63,0
CU-10654,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),87.92,5824.21,0
CU-10655,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,74.25,5298.1,0
CU-10656,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.07,155.36,0
CU-10657,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.71,2617.9,0
CU-10658,Female,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.11,1731.18,0
CU-10659,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.11,155.98,1
CU-10660,Male,1,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.8,682.78,0
CU-10661,Female,1,Yes,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,70.93,749.09,0
CU-10662,Male,0,No,No,33,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,58.15,1917.87,0
CU-10663,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),74.85,2071.51,0
CU-10664,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,81.31,1716.11,0
CU-10665,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.54,190.73,0
CU-10666,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.91,1456.21,0
CU-10667,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,66.57,320.94,0
CU-10668,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.87,1211.92,0
CU-10669,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.52,2643.25,1
CU-10670,Male,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.12,4599.79,1
CU-10671,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.51,789.55,0
CU-10672,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),79.67,1364.95,0
CU-10673,Female,1,No,No,67,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,78.31,5074.2,1
CU-10674,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.53,2133.54,0
CU-10675,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.09,2521.77,0
CU-10676,Female,1,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,58.41,3135.7,0
CU-10677,Male,0,No,No,37,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.74,2051.26,0
CU-10678,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.69,2944.08,0
CU-10679,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.52,1427.73,0
CU-10680,Male,1,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.15,270.9,1
CU-10681,Male,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.3,1125.89,1
CU-10682,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.5,2268.9,0
CU-10683,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.08,1523.81,0
CU-10684,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),71.0,3878.72,0
CU-10685,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,72.32,1855.23,0
CU-10686,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,73.96,2058.6,0
CU-10687,Female,1,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.41,3927.04,0
CU-10688,Female,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.37,4617.44,0
CU-10689,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.93,886.8,0
CU-10690,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,52.51,2293.73,0
CU-10691,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.78,1645.19,0
CU-10692,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),68.81,3771.52,0
CU-10693,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.06,379.77,0
CU-10694,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.91,156.6,1
CU-10695,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.24,877.06,0
CU-10696,Female,0,Yes,No,71,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,53.7,3753.77,0
CU-10697,Female,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),57.99,1486.78,0
CU-10698,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.03,67.54,1
CU-10699,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.84,2763.64,0
CU-10700,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.95,112.12,0
CU-10701,Male,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),70.11,4949.63,0
CU-10702,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.92,5821.69,0
CU-10703,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.82,3513.64,0
CU-10704,Male,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.06,2553.55,0
CU-10705,Female,0,Yes,Yes,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),61.2,3469.44,0
CU-10706,Female,0,No,No,66,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.07,3004.7,0
CU-10707,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),59.43,1566.4,0
CU-10708,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.58,205.79,1
CU-10709,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.18,73.18,1
CU-10710,Female,0,No,No,60,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,62.6,3671.8,0
CU-10711,Female,0,No,No,59,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.19,3516.01,0
CU-10712,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.99,1247.73,0
CU-10713,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),56.57,2403.57,0
CU-10714,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,77.56,4182.01,0
CU-10715,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,78.43,5615.6,0
CU-10716,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),43.41,2524.15,0
CU-10717,Male,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),88.21,3085.63,0
CU-10718,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),59.88,619.84,0
CU-10719,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.41,777.1,0
CU-10720,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.25,4988.22,1
CU-10721,Male,0,Yes,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),53.07,504.5,0
CU-10722,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.8,74.8,0
CU-10723,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.45,1284.66,1
CU-10724,Male,0,No,No,47,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,40.99,1818.01,1
CU-10725,Male,0,No,No,20,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,63.92,1271.22,0
CU-10726,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,1509.3,0
CU-10727,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.08,2293.63,0
CU-10728,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.37,1244.7,0
CU-10729,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.09,230.83,1
CU-10730,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),41.81,2706.57,0
CU-10731,Male,0,No,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.42,3421.08,0
CU-10732,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.62,2466.11,0
CU-10733,Male,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.69,308.9,0
CU-10734,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.85,2462.26,1
CU-10735,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.32,3764.76,0
CU-10736,Male,1,No,No,29,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.22,1789.37,0
CU-10737,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),57.27,794.25,0
CU-10738,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,70.09,1508.13,0
CU-10739,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.15,934.43,0
CU-10740,Male,1,No,Yes,5,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,61.56,299.63,0
CU-10741,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.27,875.16,0
CU-10742,Female,1,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.65,243.45,1
CU-10743,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.39,2688.29,1
CU-10744,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.85,151.13,1
CU-10745,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.05,1132.17,1
CU-10746,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.65,4783.37,0
CU-10747,Male,0,No,Yes,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.92,2009.14,0
CU-10748,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,75.71,5446.67,0
CU-10749,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.84,3937.27,0
CU-10750,Male,1,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.72,4738.83,0
CU-10751,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.81,4516.75,1
CU-10752,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),77.38,2830.06,0
CU-10753,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,80.44,4163.96,0
CU-10754,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.74,993.8,0
CU-10755,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,74.98,3023.86,0
CU-10756,Male,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.74,4921.81,0
CU-10757,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.37,2582.35,0
CU-10758,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,776.95,0
CU-10759,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,55.16,211.46,1
CU-10760,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.05,38.05,0
CU-10761,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,66.32,1008.72,0
CU-10762,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.85,1968.84,0
CU-10763,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),81.3,5628.52,0
CU-10764,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.4,514.32,1
CU-10765,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.0,2920.72,1
CU-10766,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.58,2753.55,0
CU-10767,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.59,5401.04,0
CU-10768,Male,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,74.24,1140.22,1
CU-10769,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.99,1194.2,0
CU-10770,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,73.81,2692.11,0
CU-10771,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.82,1481.09,0
CU-10772,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.9,55.9,1
CU-10773,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,77.63,220.85,1
CU-10774,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,81.39,4270.32,0
CU-10775,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.67,1212.94,1
CU-10776,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,78.48,221.89,1
CU-10777,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.16,129.65,0
CU-10778,Female,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.27,4576.91,0
CU-10779,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,68.74,1218.57,0
CU-10780,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.9,1904.53,0
CU-10781,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.39,2372.34,0
CU-10782,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.39,73.31,1
CU-10783,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.25,156.0,0
CU-10784,Female,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,32.83,873.5,1
CU-10785,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,64.4,2542.47,0
CU-10786,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.38,576.0,0
CU-10787,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.59,59.24,1
CU-10788,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.24,2060.7,0
CU-10789,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,67.91,4842.5,0
CU-10790,Male,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.5,202.61,0
CU-10791,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.53,4406.37,0
CU-10792,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.32,2531.7,0
CU-10793,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,59.4,3551.45,0
CU-10794,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,77.47,1511.73,0
CU-10795,Male,1,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,67.9,2643.46,1
CU-10796,Male,0,No,No,48,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,54.09,2489.85,0
CU-10797,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),53.74,1647.19,0
CU-10798,Female,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.15,41.98,0
CU-10799,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.41,2302.62,1
CU-10800,Female,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,75.01,1217.18,0
CU-10801,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.03,223.27,1
CU-10802,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.88,3740.06,0
CU-10803,Female,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.82,2455.64,0
CU-10804,Male,0,No,No,28,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),56.99,1574.05,0
CU-10805,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.44,668.36,1
CU-10806,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),72.69,140.75,1
CU-10807,Male,0,No,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,61.56,2071.39,0
CU-10808,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.35,2402.68,0
CU-10809,Female,0,No,No,42,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.16,2068.17,0
CU-10810,Male,1,No,No,47,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.91,2497.42,0
CU-10811,Male,1,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.35,69.53,0
CU-10812,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.86,162.84,1
CU-10813,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.81,49.81,1
